protocol_type,service,src_bytes,dst_bytes,duration,bytes_ratio,total_bytes,bytes_per_second,label
2,2,1317,1935,1,0.6802685950413223,3252,1626.0,0
1,3,1344,601,35,2.2325581395348837,1945,54.02777777777778,0
2,0,1078,1635,42,0.6589242053789731,2713,63.093023255813954,0
2,3,259,274,32,0.9418181818181818,533,16.151515151515152,0
0,0,549,1316,13,0.4168564920273349,1865,133.21428571428572,0
2,2,1872,96,21,19.298969072164947,1968,89.45454545454545,0
2,0,1109,1164,81,0.951931330472103,2273,27.71951219512195,0
1,2,1319,391,39,3.364795918367347,1710,42.75,0
1,2,885,507,21,1.7421259842519685,1392,63.27272727272727,0
0,1,597,145,27,4.089041095890411,742,26.5,0
2,0,1423,15,78,88.9375,1438,18.20253164556962,1
2,0,70,877,15,0.07972665148063782,947,59.1875,0
2,0,1118,708,3,1.5768688293370945,1826,456.5,0
0,3,5879,779,11,7.537179487179487,6658,554.8333333333334,1
0,1,1515,235,16,6.419491525423729,1750,102.94117647058823,0
1,1,343,218,9,1.5662100456621004,561,56.1,0
0,1,325,1418,22,0.22903453136011276,1743,75.78260869565217,0
2,3,1100,1145,10,0.9598603839441536,2245,204.0909090909091,0
2,0,2261,328,3,6.872340425531915,2589,647.25,0
0,0,862,812,6,1.0602706027060271,1674,239.14285714285714,0
2,0,749,1408,75,0.531582682753726,2157,28.38157894736842,0
2,1,174,1757,29,0.09897610921501707,1931,64.36666666666666,0
0,1,1256,4,11,251.2,1260,105.0,0
0,2,1211,1343,13,0.9010416666666666,2554,182.42857142857142,0
2,3,3409,345,20,9.852601156069364,3754,178.76190476190476,0
2,3,356,1013,33,0.3510848126232742,1369,40.26470588235294,0
2,1,1412,371,26,3.795698924731183,1783,66.03703703703704,0
1,2,569,745,80,0.7627345844504021,1314,16.22222222222222,0
1,0,817,832,29,0.9807923169267707,1649,54.96666666666667,0
1,1,1695,415,72,4.074519230769231,2110,28.904109589041095,0
0,3,251,575,0,0.4357638888888889,826,826.0,0
1,3,419,1036,66,0.40405014464802314,1455,21.71641791044776,0
0,3,1484,517,38,2.864864864864865,2001,51.30769230769231,0
0,0,845,11,5,70.41666666666667,856,142.66666666666666,1
1,3,96,10,9,8.727272727272727,106,10.6,0
1,0,562,866,23,0.6482122260668973,1428,59.5,0
1,0,883,1503,4,0.5871010638297872,2386,477.2,0
2,0,2402,1230,46,1.9512591389114542,3632,77.27659574468085,0
1,1,208,297,46,0.697986577181208,505,10.74468085106383,0
2,0,1639,509,10,3.2137254901960786,2148,195.27272727272728,0
0,2,139,213,2,0.6495327102803738,352,117.33333333333333,0
2,3,277,3618,134,0.07654048079579995,3895,28.85185185185185,0
1,1,278,241,8,1.1487603305785123,519,57.666666666666664,0
0,3,2099,430,2,4.870069605568445,2529,843.0,0
0,0,221,914,12,0.24153005464480876,1135,87.3076923076923,0
0,1,1546,1670,104,0.9251944943147815,3216,30.62857142857143,0
2,2,619,42,47,14.395348837209303,661,13.770833333333334,0
1,0,7002,286,19,24.39721254355401,7288,364.4,1
0,3,1826,673,10,2.7091988130563798,2499,227.1818181818182,0
0,2,1345,770,16,1.7444876783398184,2115,124.41176470588235,0
0,0,2045,58,0,34.66101694915254,2103,2103.0,1
2,2,1005,872,38,1.1512027491408934,1877,48.12820512820513,0
2,0,1855,600,3,3.086522462562396,2455,613.75,0
1,1,302,1406,21,0.2146410803127221,1708,77.63636363636364,0
2,0,102,201,25,0.504950495049505,303,11.653846153846153,0
0,1,956,173,0,5.494252873563219,1129,1129.0,0
1,0,570,1261,117,0.45166402535657685,1831,15.516949152542374,0
0,0,555,973,10,0.5698151950718686,1528,138.9090909090909,0
0,3,748,1254,2,0.5960159362549801,2002,667.3333333333334,0
2,2,448,1218,57,0.3675143560295324,1666,28.724137931034484,0
1,2,983,87,4,11.170454545454545,1070,214.0,0
2,2,31,261,0,0.1183206106870229,292,292.0,0
2,0,3502,240,20,14.531120331950207,3742,178.1904761904762,0
1,0,2586,2181,4,1.1851512373968836,4767,953.4,1
0,0,2737,534,121,5.115887850467289,3271,26.811475409836067,1
0,1,454,94,0,4.778947368421052,548,548.0,0
1,1,759,273,1,2.77007299270073,1032,516.0,0
0,3,3081,1643,53,1.8740875912408759,4724,87.48148148148148,0
1,0,2326,1502,8,1.5475715236194278,3828,425.3333333333333,0
1,2,1561,1844,72,0.846070460704607,3405,46.64383561643836,0
2,2,523,393,11,1.3274111675126903,916,76.33333333333333,0
1,3,830,820,2,1.0109622411693058,1650,550.0,0
2,2,1574,260,0,6.030651340996169,1834,1834.0,1
0,3,318,159,9,1.9875,477,47.7,0
0,0,984,17,19,54.666666666666664,1001,50.05,1
0,2,1759,202,0,8.665024630541872,1961,1961.0,0
0,0,1229,741,26,1.65633423180593,1970,72.96296296296296,0
2,1,652,1876,12,0.34736281299946725,2528,194.46153846153845,0
0,2,878,114,14,7.6347826086956525,992,66.13333333333334,0
1,1,4480,2000,9,2.23888055972014,6480,648.0,0
1,2,921,338,22,2.7168141592920354,1259,54.73913043478261,0
1,0,1539,445,7,3.4506726457399104,1984,248.0,0
2,3,1296,363,4,3.5604395604395602,1659,331.8,0
0,0,1208,420,66,2.869358669833729,1628,24.29850746268657,0
0,0,1260,240,14,5.228215767634855,1500,100.0,0
0,0,605,959,2,0.6302083333333334,1564,521.3333333333334,0
2,2,642,1135,7,0.5651408450704225,1777,222.125,0
1,3,630,1385,11,0.45454545454545453,2015,167.91666666666666,0
1,1,33,333,44,0.09880239520958084,366,8.133333333333333,0
0,0,275,1157,0,0.2374784110535406,1432,1432.0,0
1,2,167,812,19,0.2054120541205412,979,48.95,0
1,1,2175,2534,15,0.8579881656804734,4709,294.3125,0
2,0,321,442,103,0.7246049661399548,763,7.336538461538462,0
2,1,149,3894,5,0.03825417201540436,4043,673.8333333333334,0
2,0,127,1078,29,0.11770157553290084,1205,40.166666666666664,0
2,1,1203,1197,6,1.0041736227045075,2400,342.85714285714283,0
0,1,6,20,23,0.2857142857142857,26,1.0833333333333333,0
2,3,637,550,24,1.1560798548094373,1187,47.48,0
1,3,126,601,2,0.20930232558139536,727,242.33333333333334,0
0,0,1894,33,18,55.705882352941174,1927,101.42105263157895,0
1,2,3180,299,18,10.6,3479,183.10526315789474,1
1,3,3188,2492,11,1.2787805856397914,5680,473.3333333333333,1
1,1,583,444,9,1.3101123595505617,1027,102.7,0
2,3,1034,165,7,6.228915662650603,1199,149.875,0
2,3,915,576,0,1.58578856152513,1491,1491.0,0
0,0,430,27,0,15.357142857142858,457,457.0,0
0,3,587,580,26,1.0103270223752152,1167,43.22222222222222,0
2,3,66,721,10,0.09141274238227147,787,71.54545454545455,0
1,1,1588,354,5,4.473239436619719,1942,323.6666666666667,0
0,3,275,1150,34,0.23892267593397046,1425,40.714285714285715,0
2,1,617,116,22,5.273504273504273,733,31.869565217391305,0
2,3,655,1684,73,0.3887240356083086,2339,31.60810810810811,0
2,3,822,2488,53,0.33025311370028126,3310,61.2962962962963,0
1,2,1703,0,38,1703.0,1703,43.666666666666664,0
2,3,1177,1479,4,0.7952702702702703,2656,531.2,0
2,1,1087,564,32,1.9238938053097345,1651,50.03030303030303,0
2,1,748,495,35,1.5080645161290323,1243,34.52777777777778,0
2,0,100,218,43,0.45662100456621,318,7.2272727272727275,0
0,0,514,474,9,1.0821052631578947,988,98.8,0
0,2,3153,2403,30,1.3115640599001663,5556,179.2258064516129,1
2,1,5414,189,28,28.49473684210526,5603,193.20689655172413,1
1,1,1311,157,14,8.29746835443038,1468,97.86666666666666,0
0,1,258,221,32,1.162162162162162,479,14.515151515151516,0
2,2,107,642,2,0.16640746500777606,749,249.66666666666666,0
0,1,535,2130,30,0.25105584232754574,2665,85.96774193548387,0
0,0,1941,682,27,2.841874084919473,2623,93.67857142857143,0
1,2,1279,223,7,5.709821428571429,1502,187.75,0
2,0,2153,464,51,4.63010752688172,2617,50.32692307692308,0
2,0,956,395,62,2.414141414141414,1351,21.444444444444443,0
1,2,139,38,7,3.5641025641025643,177,22.125,0
1,3,121,571,2,0.21153846153846154,692,230.66666666666666,0
2,3,49,107,27,0.4537037037037037,156,5.571428571428571,0
2,0,837,1477,19,0.5663058186738836,2314,115.7,0
1,3,278,636,16,0.4364207221350079,914,53.76470588235294,0
0,1,1325,1489,42,0.889261744966443,2814,65.44186046511628,0
0,2,1159,2499,104,0.4636,3658,34.838095238095235,0
1,0,382,2294,19,0.1664488017429194,2676,133.8,0
0,1,194,84,0,2.2823529411764705,278,278.0,0
1,3,108,2317,27,0.04659188955996549,2425,86.60714285714286,0
0,1,1336,1270,31,1.051140833988985,2606,81.4375,0
0,3,598,1202,52,0.4970906068162926,1800,33.9622641509434,0
2,0,390,75,6,5.131578947368421,465,66.42857142857143,0
2,1,1942,158,22,12.213836477987421,2100,91.30434782608695,0
0,2,900,2956,17,0.3043625295908015,3856,214.22222222222223,0
0,0,729,191,32,3.796875,920,27.87878787878788,0
2,1,1360,148,1,9.12751677852349,1508,754.0,0
2,1,1690,359,64,4.694444444444445,2049,31.523076923076925,0
2,3,1158,1956,21,0.5917220235053654,3114,141.54545454545453,0
1,0,579,517,62,1.1177606177606179,1096,17.396825396825395,0
0,0,476,2026,12,0.23482979773063642,2502,192.46153846153845,0
2,0,1476,325,31,4.52760736196319,1801,56.28125,0
0,0,729,205,94,3.5388349514563107,934,9.83157894736842,0
1,3,1218,546,86,2.226691042047532,1764,20.275862068965516,0
1,2,2210,764,86,2.888888888888889,2974,34.18390804597701,0
2,0,2475,397,1,6.21859296482412,2872,1436.0,0
1,3,325,339,15,0.9558823529411765,664,41.5,0
0,2,208,196,1,1.0558375634517767,404,202.0,0
2,2,302,257,11,1.1705426356589148,559,46.583333333333336,0
0,3,1391,894,5,1.5541899441340783,2285,380.8333333333333,0
0,0,462,369,29,1.2486486486486486,831,27.7,0
1,2,190,66,45,2.8358208955223883,256,5.565217391304348,0
1,0,103,118,21,0.865546218487395,221,10.045454545454545,0
1,0,396,372,47,1.061662198391421,768,16.0,0
1,1,146,2066,0,0.0706337687469763,2212,2212.0,0
1,0,170,381,51,0.44502617801047123,551,10.596153846153847,0
2,1,1151,50,5,22.568627450980394,1201,200.16666666666666,0
0,2,19,433,18,0.04377880184331797,452,23.789473684210527,0
0,3,125,884,17,0.14124293785310735,1009,56.05555555555556,0
0,1,1860,720,61,2.579750346740638,2580,41.61290322580645,0
0,3,1863,261,101,7.1106870229007635,2124,20.823529411764707,0
1,2,399,932,8,0.42765273311897106,1331,147.88888888888889,0
0,0,92,796,2,0.11543287327478043,888,296.0,0
2,2,1220,151,31,8.026315789473685,1371,42.84375,0
2,3,446,141,20,3.140845070422535,587,27.952380952380953,0
0,2,46,633,25,0.07255520504731862,679,26.115384615384617,0
0,0,171,861,1,0.19837587006960558,1032,516.0,0
2,2,147,2614,44,0.05621414913957935,2761,61.355555555555554,0
2,0,889,438,7,2.0250569476082005,1327,165.875,0
1,1,2283,1158,12,1.9698015530629853,3441,264.6923076923077,0
2,3,1575,99,7,15.75,1674,209.25,1
1,0,790,1762,87,0.44809982983550767,2552,29.0,0
1,0,548,802,5,0.6824408468244084,1350,225.0,0
1,2,964,793,39,1.2141057934508817,1757,43.925,0
1,1,586,122,8,4.764227642276423,708,78.66666666666667,1
1,0,282,32,16,8.545454545454545,314,18.470588235294116,0
0,1,1136,967,166,1.1735537190082646,2103,12.592814371257486,0
2,1,2065,99,3,20.65,2164,541.0,0
1,2,466,108,63,4.275229357798165,574,8.96875,0
2,0,1842,166,87,11.029940119760479,2008,22.818181818181817,0
2,2,564,82,35,6.795180722891566,646,17.944444444444443,0
1,3,513,785,0,0.6526717557251909,1298,1298.0,0
0,3,28,438,51,0.06378132118451026,466,8.961538461538462,0
1,0,1188,247,64,4.790322580645161,1435,22.076923076923077,1
0,1,1647,464,118,3.541935483870968,2111,17.73949579831933,0
2,0,1089,1487,54,0.7318548387096774,2576,46.836363636363636,0
0,0,164,2094,17,0.0782816229116945,2258,125.44444444444444,0
0,3,109,534,35,0.20373831775700935,643,17.86111111111111,0
0,3,850,669,19,1.2686567164179106,1519,75.95,0
2,1,513,237,13,2.1554621848739495,750,53.57142857142857,0
2,1,560,576,29,0.9705372616984402,1136,37.86666666666667,0
0,0,3435,1103,44,3.1114130434782608,4538,100.84444444444445,1
0,2,1287,542,30,2.3701657458563536,1829,59.0,0
1,0,530,287,52,1.8402777777777777,817,15.415094339622641,0
0,1,19,697,5,0.027220630372492838,716,119.33333333333333,0
1,2,34,2344,14,0.014498933901918977,2378,158.53333333333333,0
0,3,1154,1751,11,0.658675799086758,2905,242.08333333333334,0
1,1,1818,1173,6,1.5485519591141397,2991,427.2857142857143,0
2,1,1229,258,17,4.745173745173745,1487,82.61111111111111,1
0,2,520,221,88,2.3423423423423424,741,8.325842696629213,0
0,1,31,1458,23,0.021247429746401644,1489,62.041666666666664,0
0,1,3423,160,10,21.26086956521739,3583,325.72727272727275,1
0,1,4292,744,13,5.761073825503356,5036,359.7142857142857,1
1,1,797,462,28,1.7213822894168467,1259,43.41379310344828,0
0,1,73,504,13,0.14455445544554454,577,41.214285714285715,0
2,1,778,484,23,1.6041237113402063,1262,52.583333333333336,0
2,1,2228,1841,9,1.209554831704669,4069,406.9,0
0,1,1139,72,12,15.602739726027398,1211,93.15384615384616,0
2,3,1272,1221,36,1.0409165302782324,2493,67.37837837837837,0
0,1,88,1441,26,0.06102635228848821,1529,56.629629629629626,0
0,3,112,2290,2,0.048886948930597994,2402,800.6666666666666,0
2,3,136,482,108,0.2815734989648033,618,5.669724770642202,0
0,0,2347,554,1,4.228828828828829,2901,1450.5,0
2,0,746,2601,2,0.28670253651037664,3347,1115.6666666666667,0
1,3,1568,490,36,3.1934826883910388,2058,55.62162162162162,1
0,3,122,560,36,0.21746880570409982,682,18.43243243243243,0
1,1,2626,323,0,8.104938271604938,2949,2949.0,0
2,0,1721,25,30,66.1923076923077,1746,56.32258064516129,1
1,2,254,453,1,0.5594713656387665,707,353.5,0
1,0,2072,851,97,2.431924882629108,2923,29.8265306122449,0
2,3,305,936,35,0.3255069370330843,1241,34.47222222222222,0
1,3,229,5,6,38.166666666666664,234,33.42857142857143,1
1,1,306,1291,5,0.23684210526315788,1597,266.1666666666667,0
2,1,2407,542,25,4.432780847145488,2949,113.42307692307692,1
1,0,2472,588,30,4.196943972835314,3060,98.70967741935483,1
2,1,398,2610,53,0.152432018383761,3008,55.7037037037037,0
1,2,1222,267,70,4.559701492537314,1489,20.971830985915492,1
2,2,1126,1147,14,0.980836236933798,2273,151.53333333333333,0
2,1,1642,684,55,2.397080291970803,2326,41.535714285714285,0
1,2,351,965,23,0.36335403726708076,1316,54.833333333333336,0
1,2,713,432,19,1.6466512702078522,1145,57.25,0
1,0,1101,261,36,4.202290076335878,1362,36.810810810810814,0
0,2,26,631,3,0.04113924050632911,657,164.25,0
0,3,472,375,9,1.2553191489361701,847,84.7,0
0,3,1190,201,50,5.891089108910891,1391,27.274509803921568,1
2,0,291,1462,21,0.19890635680109364,1753,79.68181818181819,0
1,1,3163,516,71,6.117988394584139,3679,51.09722222222222,0
2,0,30,1503,2,0.0199468085106383,1533,511.0,0
0,1,3172,514,11,6.159223300970874,3686,307.1666666666667,0
1,1,244,650,13,0.37480798771121354,894,63.857142857142854,0
2,1,50,4284,16,0.011668611435239206,4334,254.94117647058823,0
1,1,345,2421,129,0.14244426094137078,2766,21.276923076923076,0
2,1,1543,253,11,6.074803149606299,1796,149.66666666666666,0
1,0,1396,1623,21,0.8596059113300493,3019,137.22727272727272,0
0,1,234,395,23,0.5909090909090909,629,26.208333333333332,0
0,2,219,59,44,3.65,278,6.177777777777778,0
1,2,1028,686,21,1.4963609898107715,1714,77.9090909090909,0
2,1,612,3019,27,0.20264900662251656,3631,129.67857142857142,0
0,2,1571,2929,41,0.5361774744027303,4500,107.14285714285714,0
0,3,24,108,3,0.22018348623853212,132,33.0,0
0,0,942,1180,99,0.7976291278577476,2122,21.22,0
1,0,1311,1298,56,1.0092378752886837,2609,45.771929824561404,0
1,1,5018,368,14,13.598915989159892,5386,359.06666666666666,0
2,1,1135,859,39,1.319767441860465,1994,49.85,0
2,3,263,535,43,0.4906716417910448,798,18.136363636363637,0
2,1,114,206,56,0.5507246376811594,320,5.614035087719298,0
1,2,1024,1145,6,0.893542757417103,2169,309.85714285714283,0
1,3,740,243,36,3.0327868852459017,983,26.56756756756757,0
2,2,2294,332,1,6.888888888888889,2626,1313.0,0
2,0,1296,168,3,7.668639053254438,1464,366.0,0
1,2,712,1016,44,0.7000983284169124,1728,38.4,0
2,0,516,491,50,1.048780487804878,1007,19.745098039215687,0
0,2,518,468,26,1.1044776119402986,986,36.51851851851852,0
1,0,256,742,26,0.3445491251682369,998,36.96296296296296,0
2,1,17,136,41,0.12408759124087591,153,3.642857142857143,0
1,2,855,1827,70,0.46772428884026257,2682,37.774647887323944,0
0,0,238,500,16,0.4750499001996008,738,43.411764705882355,0
1,2,233,365,3,0.6366120218579235,598,149.5,0
1,3,133,108,54,1.2201834862385321,241,4.381818181818182,0
1,1,210,147,12,1.4189189189189189,357,27.46153846153846,0
1,0,32,2024,4,0.01580246913580247,2056,411.2,0
0,3,1121,487,28,2.2971311475409837,1608,55.44827586206897,0
1,2,513,1024,25,0.5004878048780488,1537,59.11538461538461,0
1,3,824,67,19,12.117647058823529,891,44.55,1
2,2,1013,825,58,1.2263922518159807,1838,31.152542372881356,0
1,1,3593,2035,9,1.7647347740667976,5628,562.8,1
2,3,70,285,0,0.24475524475524477,355,355.0,0
0,1,541,692,11,0.7806637806637806,1233,102.75,0
0,0,282,2253,0,0.1251109139307897,2535,2535.0,0
0,2,647,1016,23,0.6361848574237955,1663,69.29166666666667,0
0,2,2531,51,14,48.67307692307692,2582,172.13333333333333,0
2,1,1287,380,50,3.377952755905512,1667,32.68627450980392,0
1,1,1084,71,47,15.055555555555555,1155,24.0625,0
0,0,582,1580,17,0.3681214421252372,2162,120.11111111111111,0
1,3,1112,777,7,1.429305912596401,1889,236.125,0
2,2,32,2505,16,0.012769353551476457,2537,149.23529411764707,0
2,2,882,15,30,55.125,897,28.93548387096774,0
2,0,806,440,6,1.8276643990929706,1246,178.0,0
0,0,425,88,44,4.775280898876405,513,11.4,0
1,1,225,345,12,0.6502890173410405,570,43.84615384615385,0
1,1,1647,141,80,11.598591549295774,1788,22.074074074074073,0
1,3,55,318,21,0.1724137931034483,373,16.954545454545453,0
2,0,72,1368,56,0.052593133674214754,1440,25.263157894736842,0
0,3,580,140,28,4.113475177304965,720,24.82758620689655,1
2,0,291,513,24,0.566147859922179,804,32.16,0
2,2,1368,2036,34,0.6715758468335787,3404,97.25714285714285,0
1,0,1005,5366,50,0.18725544997205143,6371,124.92156862745098,0
2,0,1480,230,31,6.406926406926407,1710,53.4375,0
1,2,392,2193,47,0.17866909753874202,2585,53.854166666666664,0
0,0,1349,242,6,5.551440329218107,1591,227.28571428571428,1
1,3,1982,426,9,4.6416861826697895,2408,240.8,1
0,1,423,1682,7,0.25133689839572193,2105,263.125,0
1,1,415,1234,48,0.3360323886639676,1649,33.6530612244898,0
2,3,2302,1558,2,1.4765875561257216,3860,1286.6666666666667,0
2,2,51,1288,47,0.0395655546935609,1339,27.895833333333332,0
0,0,431,214,14,2.0046511627906978,645,43.0,0
0,3,126,654,2,0.19236641221374046,780,260.0,0
0,1,29,389,16,0.07435897435897436,418,24.58823529411765,0
1,1,119,492,10,0.2413793103448276,611,55.54545454545455,0
